id,topic,difficulty,concept,question,mediaType,mediaUrl,mediaSource,optionA,optionB,optionC,optionD,correctAnswer,explanation
ts-i-005,Types of Shots,Intermediate,Definition,What is a Crash Zoom?,gif,https://asset.eyecannndy.com/media/clip/2024/05/15/261715813298.webp,"""Eyecandy - Sabrina Carpenter""",Shot zooming in on a car crash scene,Smooth slow zoom to focus on scene elements,Shot where the camera crashes to the ground as it zooms in on subject,"Very rapid zoom in or out, often for dramatic or comedic effect",D,"Crash zoom is a very rapid, aggressive zoom in or out used for dramatic emphasis or comedic effect. Popular in exploitation films, giallo, and now used ironically or for intentional style. Quentin Tarantino uses crash zooms as homage to grindhouse cinema, creating sudden focus shifts that startle or amuse."
ts-i-006,Types of Shots,Intermediate,Definition,What is an Aerial Shot?,image,https://asset.eyecannndy.com/media/clip/2024/02/04/261707021425.webp,"""Eyecandy - Do Revenge""",Shot of the sky,Shot of an airplane,Shot from overhead above the action,Shot with special zoom lens,C,"Aerial shot films from significantly elevated position—drone, helicopter, crane, or tall structure—showing action from above. Establishes geography, shows scale, creates god's-eye perspective, or reveals spatial relationships. 'The Shining' opens with iconic aerial shots following a car through mountains, establishing isolation."
ts-i-007,Types of Shots,Intermediate,Definition,What is a Tracking Shot?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/63-The-Tracking-Shot.gif,"""Wolfcrow""",Shot of railroad tracks,Static shot,Shot moving alongside or following a subject,Shot following a track,C,"Tracking shot (dolly shot) moves the camera alongside or following the subject, typically on tracks/dolly/Steadicam. Creates fluid motion revealing space while maintaining subject focus. Differs from panning (camera rotates from fixed point). Scorsese's 'Goodfellas' Copacabana tracking shot is legendary—following Henry and Karen through the nightclub in one continuous take."
ts-i-008,Types of Shots,Intermediate,Definition,What is a Crane Shot?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/81-The-Crane-Movement.gif,"""Wolfcrow""",Shot from tall buildings,Shot looking up,Shot of construction equipment,Camera mounted on crane moving vertically and/or horizontally,D,"Crane shot mounts camera on crane allowing smooth vertical and horizontal movement over large areas. Reveals scale, shows spatial relationships, creates sweeping dramatic moments. The crane shot pulling back at the end of 'Gone With the Wind' revealing thousands of wounded soldiers is iconic, showing the true scale of war's devastation."
ts-i-009,Types of Shots,Intermediate,Definition,What is a Bird's-Eye View shot?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Drone-Shot-1-1.gif,"""Wolfcrow""",Shot from directly above looking straight down,Shot from below,Shot at eye level,Shot of birds,A,"Bird's-eye view shoots from directly overhead looking straight down, creating abstract patterns, showing spatial relationships, or creating god-like omniscient perspective. Wes Anderson uses bird's-eye views extensively for symmetrical compositions. Busby Berkeley pioneered this in musicals, creating kaleidoscopic patterns with dancers."
ts-i-010,Types of Shots,Intermediate,Identification,What type of camera movement is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/63-The-Tracking-Shot.gif,"""Wolfcrow""",Dolly zoom,Aerial shot,Tracking shot,Static shot,C,"A camera moving sideways or in an angle where it is tracking a subject movements is said to be in a tracking movement and is often called to be a tracking shot. Dollies, cranes, Steadicams or even handheld can be used to execute the tracking shot. The tracking movement is easily achievable through a variety of techniques and apparatus."
ts-i-011,Types of Shots,Intermediate,Identification,What camera angle is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Drone-Shot-1-1.gif,"""Wolfcrow""",High angle,Bird's eye view / Drone,God's eye angle,Low angle,B,The bird eye’s view or the drone angle will be a top down shot from the perspective of a drone or a bird. It can be used to create a sense of topography. This angle is mainly used to provide an overview of the place the scene is set in.
ts-i-012,Types of Shots,Intermediate,Identification,What camera angle is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Low-anglen-.gif,"""Wolfcrow""",Upside down angle,Fallen camera angle,Ground level angle,Low angle,D,"The inverse of the High angle shot, the Low Angle is achieved by pointing the camera up at the subject. To achieve this shot, you can place your subjects on a high ground or bring the camera down. This shot will show the subject to be dominant and powerful in the frame. Spike Lee is famous for using the low angle to show his protagonists in power.   "
ts-i-013,Types of Shots,Intermediate,Identification,What type of camera shot is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/The-Dolly-Shot.gif,"""Wolfcrow""",Rack focus shot,Deep focus shot,Out of focus shot,Glamour shot,A,"When you shift the focus from one point to the other in one shot, that shot is said to be a rack focus shot. Bong Joon-Ho’s The Host uses rack focus in the hospital hallway scene to guide our eyes throughout the scene, it raises suspense and curiosity amongst the audience."
ts-i-014,Types of Shots,Intermediate,Application,What is a Low Angle Shot used for?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Low-anglen-.gif,"""Wolfcrow""","Making subjects appear vulnerable, small, or weak","Making subjects appear powerful, dominant, or intimidating",Showing the ground,Shooting ground level objects like shoes and animals,B,"Low angle shoots upward from below subject, making them appear larger, more powerful, dominant, or intimidating. Used for heroes, authority figures, or threatening characters. Orson Welles used low angles in 'Citizen Kane' to show Kane's power and ego, sometimes even digging floors out to get extreme low angles."
ts-i-015,Types of Shots,Intermediate,Application,What is a High Angle Shot used for?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/High-Angle-.gif,"""Wolfcrow""","Making subjects appear powerful, dominant, or intimidating","Showing ceilings, skyscrapers and skylines",Showing the entire scene in view,"Making subjects appear vulnerable, small, or weak",D,"High angle shoots downward from above subject, making them appear smaller, vulnerable, weak, or overwhelmed. Shows power dynamics—photographing from a position of dominance looking down. 'The Shining' uses high angles to show Danny's vulnerability. Contrasts with low angles showing power."
ts-i-016,Types of Shots,Intermediate,Definition,What is a Worm's-Eye View shot?,image,https://www.photographyaxis.com/wp-content/uploads/Worms-Eye-View-Picture.jpg,"""Photography Axis""",Shot of worms,Extreme low angle from ground level looking up,Extreme low angle from ground level looking forward,Ground level angle of the ground,B,"Worm's-eye view is extreme low angle from ground level or below looking straight up, creating dramatic perspective distortion and making subjects loom overhead. More extreme than standard low angle. Used for monuments, tall buildings, or making subjects appear monumentally powerful. Creates disorientation and awe."
ts-i-017,Types of Shots,Intermediate,Definition,What is a Oner (One-Take Shot)?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/99-One-Take-Shot.gif,"""Wolfcrow""",One second shot,Entire scene or sequence filmed in single continuous take,One camera angle for the entire scene,One actor in the shot,B,"Oner (one-take shot) films an entire scene or sequence in one continuous take without cuts. Requires precise choreography, timing, and technical execution. Shows off directorial virtuosity and creates immersive realism. 'Birdman' appears as one continuous shot; '1917' uses hidden cuts to maintain illusion; 'Children of Men' has famous vehicle ambush oner."
ts-i-018,Types of Shots,Intermediate,Definition,What is a Split Screen shot?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Split-Screen-.gif,"""Wolfcrow""",Screen transition effect,Frame divided showing multiple images simultaneously,Broken screen effect,Partially lit frame,B,"Split screen divides frame into sections showing multiple images simultaneously—different locations, perspectives, or times. Shows simultaneity, parallel action, or comparisons. Brian De Palma uses split screen extensively in 'Carrie' and 'Dressed to Kill.' '24' used split screens for real-time tension showing parallel storylines."
ts-i-019,Types of Shots,Intermediate,Framing,What is a Rack Focus shot?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/The-Dolly-Shot.gif,"""Wolfcrow""",Out-of-focus shot of subjects,Rotating camera while focusing on different subjects,Focusing on racks in the scene,Shifting focus from one subject to another within same shot,D,"Rack focus shifts focus from one subject/plane to another within the same shot, pulling audience attention from foreground to background or vice versa. Reveals information, redirects attention, or creates reveals. More subtle than cuts. Used when both planes are important and the shift itself has meaning."
ts-i-020,Types of Shots,Intermediate,Definition,What is a Crab Shot?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/64-The-Crab-Shot.gif,"""Wolfcrow""",Sideways tracking movement parallel to action,Shot of crustaceans,Sideways tracking movement perpendicular to action,Shot moving forward towards subjects,C,"Crab shot (crabbing) moves camera sideways perpendicular to subject, like a crab walking sideways. Different from tracking (following subject). Used to reveal environment, follow action laterally, or create dynamic movement. Less common than forward/backward tracking but effective for showing width of spaces or following lateral action."
